stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id
01460,"Baldwin Ave & Kings Dr",,35.207263,-80.835319,
01550,"Barclay Downs Dr & Morrison Blvd",,35.156526,-80.836784,
01570,"Barclay Downs Dr & Runnymede Ln",,35.165433,-80.836011,
01600,"Barclay Downs Dr & Carnegie Blvd",,35.155397,-80.836203,
01610,"Barclay Downs Dr & Carnegie Blvd",,35.153567,-80.836001,
01630,"Bardot Dr & Milan Rd East",,35.286845,-80.871815,
01650,"Bardot Dr & Faggan Way",,35.288425,-80.870310,
01670,"Bardot Dr & Dedmon Dr",,35.289323,-80.869507,
01760,"Barclay Downs Dr & Ferncliff Rd",,35.164725,-80.836155,
01790,"Barclay Downs Dr & Morrison Blvd",,35.156302,-80.836361,
01800,"Barclay Downs Dr & Bulfinch Rd",,35.152351,-80.836465,
01990,"Barrington Dr & Somersworth Dr",,35.256969,-80.752031,
02010,"Barrington Dr & Lyndeboro Dr",,35.255050,-80.750324,
02011,"Barrington Dr & Lyndeboro Dr",,35.254959,-80.750162,
02040,"Barrington Dr & Craftsbury Dr",,35.253646,-80.749205,
02080,"Barrington Dr & The Plaza",,35.251426,-80.747446,
02100,"Barrington Dr & The Plaza",,35.250825,-80.747021,
02110,"Barrington Dr & The Plaza",,35.250577,-80.746664,
02120,"Barrington Dr & Montego Dr",,35.249663,-80.746068,
02130,"Barrington Dr & Montego Dr",,35.249458,-80.746134,
02140,"Barrington Dr & Rosecran Dr",,35.246108,-80.745168,
02150,"Barrington Dr & Markway Dr",,35.242461,-80.744671,
02170,"Barrington Dr & Markway Dr",,35.242332,-80.744454,
02180,"Barrington Dr & Delivau Dr",,35.240173,-80.743739,
02190,"Barrington Dr & Milton Rd",,35.238249,-80.743118,
02240,"Baxter St & Torrence St",,35.209344,-80.833227,
02270,"Bealer Rd & Hovis Rd",,35.269466,-80.899488,
02280,"Bealer Rd & Terminal St",,35.269235,-80.901419,
02290,"Bealer Rd & Exchange St",,35.269328,-80.904776,
02370,"Beatties Ford Rd & 5th St",,35.242893,-80.858482,
02380,"Beatties Ford Rd & 5th St",,35.242903,-80.858341,
02390,"Beatties Ford Rd & Dixon St",,35.244074,-80.857993,
02400,"Beatties Ford Rd & Dixon St",,35.244744,-80.857523,
02420,"Beatties Ford Rd & French St",,35.247258,-80.856813,
02430,"Beatties Ford Rd & Cemetery St",,35.247948,-80.856591,
02440,"Beatties Ford Rd & Cemetery St",,35.248612,-80.856663,
02470,"Beatties Ford Rd & Sanders Ave",,35.252103,-80.856120,
02480,"Beatties Ford Rd & Sanders Ave",,35.252219,-80.856223,
02500,"Beatties Ford Rd & Oaklawn Ave",,35.253317,-80.855986,
02510,"Beatties Ford Rd & Dundeen St",,35.254578,-80.855831,
02530,"Beatties Ford Rd & Celia Ave",,35.256434,-80.855726,
02540,"Beatties Ford Rd & Russell Ave",,35.256755,-80.855613,
02550,"Beatties Ford Rd & Estelle St",,35.258238,-80.855509,
02552,"Beatties Ford Rd & St Paul St",,35.257833,-80.855400,
02570,"Beatties Ford Rd & St Mark St",,35.260153,-80.855184,
02580,"Beatties Ford Rd & Hildebrand St",,35.260173,-80.855262,
02600,"Beatties Ford Rd & LaSalle St",,35.263444,-80.854696,
02610,"Beatties Ford Rd & LaSalle St",,35.263379,-80.854521,
02630,"Beatties Ford Rd & Keller Ave",,35.265622,-80.854257,
02640,"Beatties Ford Rd & Holly St",,35.266724,-80.853873,
02660,"Beatties Ford Rd & Gilbert St",,35.267716,-80.853913,
02670,"Beatties Ford Rd & Montana Dr",,35.267783,-80.854025,
02680,"Beatties Ford Rd & Rosa Parks Pl (Bay B)",,35.273669,-80.854567,
02720,"Beatties Ford Rd & B Ave",,35.275149,-80.854655,
02730,"Beatties Ford Rd & Hoskins Rd",,35.275405,-80.854969,
02740,"Beatties Ford Rd & Lynchester Pl",,35.276924,-80.855546,
02750,"Beatties Ford Rd & Lynchester Pl",,35.276908,-80.855348,
02760,"Beatties Ford Rd & Fairdale Dr",,35.278921,-80.856007,
02770,"Beatties Ford Rd & McAllister Dr",,35.280941,-80.856677,
02771,"Beatties Ford Rd & Friendship Village Pl",,35.279275,-80.855992,
02772,"Beatties Ford Rd & McAllister Dr",,35.281209,-80.856589,
02780,"Beatties Ford Rd & Cindy Ln",,35.282649,-80.857165,
02790,"Beatties Ford Rd & Griers Grove Rd",,35.283086,-80.857523,
02800,"Beatties Ford Rd @ 3640",,35.284017,-80.857695,
02810,"Beatties Ford Rd @ 3713",,35.285829,-80.858518,
02820,"Beatties Ford Rd @ 3738",,35.285816,-80.858320,
02830,"Beatties Ford Rd @ 3938",,35.288948,-80.858029,
02840,"Beatties Ford Rd & Slater Rd",,35.290864,-80.857600,
02850,"Beatties Ford Rd & Capps Hill Mine Rd",,35.289357,-80.858052,
02860,"Beatties Ford Rd & Slater Rd",,35.290855,-80.857500,
02870,"Beatties Ford Rd & Slater Springs Dr",,35.292087,-80.857092,
02880,"Beatties Ford Rd & Slater Springs Dr",,35.292152,-80.857160,
02890,"Beatties Ford Rd & Olde English Dr",,35.294609,-80.856283,
02900,"Beatties Ford Rd & Slater Ridge Dr",,35.294394,-80.856421,
02910,"Beatties Ford Rd @ 4530",,35.296916,-80.855952,
02940,"Beatties Ford Rd & Sunset Rd",,35.303645,-80.857282,
03010,"Belmont Ave & Seigle Ave",,35.228210,-80.821634,
03030,"Belmont Ave & Allen St",,35.227010,-80.820080,
03038,"Statesville Ave & Oliver St",,35.239870,-80.836543,
03130,"Berryhill Rd & Tuckaseegee Rd",,35.235981,-80.874927,
03140,"Berryhill Rd & Freedom Dr",,35.233935,-80.876033,
03150,"Berryhill Rd & Tuckaseegee Rd",,35.236248,-80.874898,
03160,"Berryhill Rd & Freedom Dr",,35.234044,-80.876096,
03180,"Billingsley Rd & Randolph Rd",,35.190485,-80.808893,
03190,"Billingsley Rd @ 431",,35.190433,-80.805735,
03200,"Billingsley Rd & Cascade Cir",,35.190676,-80.803853,
03390,"Braden Dr @ 3627",,35.287622,-80.867722,
03410,"Braden Dr & Dedmon Dr",,35.288906,-80.867889,
03590,"Bradford Dr & Key St",,35.256661,-80.897289,
03610,"Bradford Dr & Hoover St",,35.255079,-80.897561,
03670,"Brandon Forest Dr & Stradbrook Dr",,35.116294,-80.858982,
03705,"Briar Creek Rd & Creighton Dr",,35.211396,-80.792023,
03710,"Briar Creek Rd & Creighton Dr",,35.211789,-80.791713,
04220,"Canterwood Dr & Monteith Dr",,35.275243,-80.773600,
04350,"Capps Hill Mine Rd & Milan Rd",,35.291820,-80.870671,
04360,"Capps Hill Mine Rd & Firestone Dr",,35.291024,-80.869523,
04400,"Capps Hill Mine Rd & Braden Dr",,35.289415,-80.866815,
04408,"Capps Hill Mine Rd & Gold Nugget Ct",,35.289289,-80.865126,
04409,"Capps Hill Mine Rd & Gold Nugget Ct",,35.289374,-80.865181,
04410,"Capps Hill Mine Rd & Silver Ore Ln",,35.288928,-80.861973,
04420,"Capps Hill Mine Rd & Silver Ore Ln",,35.288955,-80.862216,
04440,"Capps Hill Mine Rd & Beatties Ford Rd",,35.288059,-80.859021,
04450,"Capps Hill Mine Rd & Beatties Ford Rd",,35.287984,-80.859609,
04480,"Carlyle Dr & Cartwright Pl",,35.232106,-80.898188,
04490,"Carlyle Dr & Wilson Ave",,35.231452,-80.899234,
04500,"Carlyle Dr & Bromwich Rd",,35.231353,-80.901844,
04510,"Carlyle Dr & Paisley Pl",,35.231146,-80.904362,
04520,"Carmel Rd & Carmel Park Ln",,35.147270,-80.801745,
04530,"Carmel Rd & Wandering Way Dr",,35.144708,-80.801404,
04540,"Carmel Rd & Crooked Oak Ln",,35.141426,-80.801612,
04550,"Carmel Rd & Sharon View Rd",,35.139034,-80.802824,
04560,"Carmel Rd & Thornridge Rd",,35.135303,-80.806037,
04570,"Carmel Rd & Camilla Dr",,35.133201,-80.807718,
04932,"Catawba Ave & Washam St",,35.483168,-80.864884,
04933,"Catawba Ave & Washam St",,35.483147,-80.864419,
04935,"Catawba Ave & Ferry St",,35.484074,-80.869839,
04940,"Catawba Ave & Ferry St",,35.484076,-80.869016,
04980,"Central Ave & 7th St",,35.220424,-80.828232,
04990,"Central Ave & Piedmont St",,35.221227,-80.824542,
05000,"Central Ave & Piedmont St",,35.221363,-80.824277,
05010,"Central Ave & Louise Ave",,35.221600,-80.823147,
05030,"Central Ave & Louise Ave",,35.221598,-80.822732,
05050,"Central Ave & Oakland Ave",,35.221554,-80.819975,
05060,"Central Ave & Heath Ct",,35.221789,-80.820556,
05070,"Central Ave & Hawthorne Ln",,35.221303,-80.818020,
05100,"Central Ave & Lamar Ave",,35.221060,-80.817382,
05120,"Central Ave & Clement Ave",,35.220551,-80.815041,
05130,"Central Ave & Clement Ave",,35.220678,-80.815002,
05140,"Central Ave & Pecan Ave",,35.220441,-80.813185,
05170,"Central Ave & Thomas Ave",,35.220240,-80.812446,
05180,"Central Ave & Thomas Ave",,35.220360,-80.811425,
05190,"Central Ave & Nandina St",,35.220151,-80.809574,
05200,"Central Ave & Nandina St",,35.220226,-80.808810,
05240,"Central Ave & Tippah Park Ct",,35.219667,-80.802482,
05250,"Central Ave & Iris Dr",,35.219598,-80.802655,
05270,"Central Ave & Lyon Ct",,35.219356,-80.800067,
05280,"Central Ave & Club Rd",,35.219407,-80.799650,
05310,"Central Ave & St George St",,35.218373,-80.795582,
05320,"Central Ave & Masonic Dr",,35.218653,-80.796008,
05330,"Central Ave & Eastcrest Dr",,35.217863,-80.794234,
05340,"Central Ave & Briar Creek Rd",,35.216363,-80.788066,
05350,"Central Ave & Wembley Dr",,35.217170,-80.792206,
05360,"Central Ave & Eastcrest Dr",,35.217282,-80.792283,
05370,"Central Ave & Briar Creek Rd",,35.216711,-80.789250,
05400,"Central Ave & Merry Oaks Rd",,35.216104,-80.785884,
05410,"Central Ave & Carolyn Dr",,35.215830,-80.784187,
05420,"Central Ave & Longfellow St",,35.215874,-80.782842,
05430,"Central Ave & Medford Dr",,35.215434,-80.779678,
05440,"Central Ave & Temple Ln",,35.215274,-80.777337,
05450,"Central Ave & Temple Ln",,35.215446,-80.777401,
05465,"Central Ave & Medallion Dr",,35.214989,-80.774615,
05470,"Central Ave & Kilborne Dr",,35.214282,-80.771901,
05480,"Central Ave & Sheridan Dr",,35.214632,-80.773864,
05500,"Central Ave & Norland Rd",,35.214049,-80.771654,
05510,"Central Ave & Progress Ln",,35.213542,-80.768372,
05520,"Central Ave & Progress Ln",,35.213364,-80.768311,
05540,"Central Ave & Rosehaven Dr",,35.212452,-80.763620,
05550,"Central Ave & Rosehaven Dr",,35.212341,-80.763839,
05560,"Central Ave @ 4908",,35.211522,-80.760617,
05570,"Central Ave & Winterfield Pl",,35.210720,-80.758948,
05580,"Central Ave & Winterfield Pl",,35.211078,-80.759224,
05590,"Central Ave & Sharon Amity Rd",,35.209599,-80.756430,
05630,"Central Ave @ Eastland Mall",,35.206955,-80.752690,
05650,"Centre St & Tennessee Ave",,35.261855,-80.872391,
05690,"Church St & 1st St",,35.225307,-80.848352,
05710,"Church St & 3rd St",,35.226847,-80.846066,
05730,"Cinderella Rd & Candystick Ln",,35.264696,-80.791651,
05750,"Cinderella Rd & Munsee St",,35.264510,-80.789921,
05780,"Clanton Rd & Dewitt Ln",,35.195079,-80.875263,
05790,"Clanton Rd & Tryon St",,35.196174,-80.878237,
05800,"Clanton Rd & St Vardell Ln",,35.196953,-80.880442,
05810,"Clanton Rd & St Vardell Ln",,35.197149,-80.880597,
05820,"Clanton Rd & Barringer Dr",,35.198938,-80.885516,
05850,"Clanton & Barringer",,35.199591,-80.887567,
05860,"Clanton Rd & Archer Ave",,35.200592,-80.890148,
05870,"Clanton Rd & Manchester Dr",,35.200278,-80.889458,
05900,"Clanton Rd & Fieldcrest Rd",,35.202604,-80.892927,
05910,"Clanton Rd & Fieldcrest Rd",,35.202865,-80.892773,
05940,"Clanton Rd & Sargeant Dr",,35.204544,-80.893484,
05950,"Clanton Rd & Sargeant Dr",,35.204113,-80.893096,
05970,"Clanton Rd & Caronia St",,35.207569,-80.893531,
05980,"Clanton Rd & Caronia St",,35.207869,-80.893635,
05990,"Clanton Rd & Farmer St",,35.209859,-80.893484,
06000,"Clanton Rd & Farmer St",,35.210064,-80.893355,
06005,"Clanton Rd & Pelton St",,35.195288,-80.875385,
06010,"Clanton Rd & Tryon St",,35.196356,-80.878452,
06280,"Colwick Rd & Greenwich Rd",,35.177506,-80.798312,
06290,"Colwick Rd & Sharon Amity Rd",,35.176573,-80.797355,
06310,"Commonwealth Ave & Green Oaks Ln",,35.211694,-80.798428,
06325,"The Plaza & McClintock Rd",,35.219109,-80.810740,
06326,"The Plaza & McClintock Rd",,35.219330,-80.810911,
06360,"Commonwealth Ave & Westover St",,35.216781,-80.808175,
06365,"Commonwealth Ave & Westover St",,35.216766,-80.808268,
06370,"Commonwealth Ave & Bascom St",,35.216063,-80.806940,
06380,"Commonwealth Ave & Hanover St",,35.215363,-80.805458,
06390,"Commonwealth Ave & Hanover St",,35.214794,-80.804527,
06400,"Commonwealth Ave & Lorna St",,35.214240,-80.803343,
06410,"Commonwealth Ave & Lorna St",,35.214220,-80.803426,
06420,"Commonwealth Ave & Morningside Dr",,35.212536,-80.800027,
06430,"Commonwealth Ave & Morningside Dr",,35.212659,-80.800472,
06440,"Commonwealth Ave & Rockway Dr",,35.211591,-80.798382,
06450,"Commonwealth Ave & Waterman Ave",,35.209008,-80.793507,
06460,"Commonwealth Ave & Pinecrest Ave",,35.208319,-80.791252,
06470,"Commonwealth Ave & Pinecrest Ave",,35.208277,-80.791298,
06530,"Cove Creek Dr & Barrington Dr",,35.257464,-80.751958,
06560,"Cove Creek Dr & Burleson Dr",,35.259326,-80.748436,
06561,"Cove Creek Dr & Burleson Dr",,35.259146,-80.748375,
06710,"Alleghany St & Crisman St",,35.238939,-80.887529,
06770,"Crownpoint Executive Dr & Independence Blvd",,35.143360,-80.721958,
06780,"Crownpoint Executive Dr @ 2201",,35.142492,-80.726907,
06790,"Crownpoint Executive Dr & Sardis Rd North",,35.144307,-80.728595,
06860,"Dalecrest Dr & Monmouth Dr",,35.279417,-80.814948,
06870,"Dalecrest Dr & Kenmont Dr",,35.279714,-80.815919,
06890,"Dalecrest Dr & Wynbrook Way",,35.280741,-80.818377,
06910,"Dalecrest Dr & Valeview Ln",,35.281361,-80.819864,
06920,"Dalecrest Dr & Valeview Ln",,35.281648,-80.820250,
06930,"Dalton Ave & Tryon St",,35.239639,-80.828220,
06950,"Dalton Ave & Tryon St",,35.239566,-80.828671,
06970,"Dalton Ave @ 300",,35.239617,-80.831279,
06980,"Dalton Ave @ 305",,35.239521,-80.831286,
06990,"Dalton Ave & Graham St",,35.239592,-80.834396,
07000,"Dalton Ave & Graham St",,35.239473,-80.834474,
07080,"Davidson St & Brevard St",,35.245316,-80.808806,
07320,"Dunn Ave & Heflin St",,35.203010,-80.805708,
07380,"4th St & Davidson St",,35.222016,-80.839027,
07480,"4th St & Kings Dr",,35.215738,-80.831425,
07500,"4th St & Torrence St",,35.213273,-80.827951,
07520,"4th St & Hawthorne Ln",,35.211622,-80.825667,
07540,"4th St & Hawthorne Ln",,35.211657,-80.825885,
07565,"Randolph Rd & Caswell Rd",,35.210395,-80.824276,
07570,"WT Harris Blvd & Bonlyn Dr",,35.199167,-80.726127,
07590,"Alleghany St & Ashley Rd",,35.238316,-80.895958,
07640,"WT Harris Blvd & Idlewild Rd North",,35.195205,-80.725839,
07650,"John St & Ames Rd",,35.117150,-80.724170,
07800,"Morehead St & Kenilworth Ave",,35.208874,-80.839973,
07810,"Morehead St & Kenilworth Ave",,35.208123,-80.839467,
07820,"Morehead St & Harding Pl",,35.206308,-80.837762,
07821,"Morehead St & Harding Pl",,35.206094,-80.837315,
07861,"Brevard St & 9th St",,35.228473,-80.834561,
07890,"7th St @ Carole Hoffner Center",,35.224791,-80.834331,
07900,"7th St & Alexander St",,35.223241,-80.832308,
07910,"7th St & McDowell St",,35.222983,-80.832226,
07930,"7th St & Hawthorne Ln",,35.215565,-80.821681,
07940,"7th St & Charlottetowne Ave",,35.219218,-80.827056,
07960,"7th St & Beaumont Ave",,35.217136,-80.823938,
07970,"7th St & Armory Dr",,35.216935,-80.823733,
07980,"7th St & Hawthorne Ln",,35.215499,-80.821829,
08010,"7th St & Clement Ave",,35.213439,-80.819399,
08020,"7th St & Caswell Rd",,35.212732,-80.818380,
08030,"7th St & Clarice Ave",,35.211202,-80.816519,
08040,"7th St & Clarice Ave",,35.211214,-80.816321,
08060,"7th St & Laurel Ave",,35.210161,-80.814966,
08070,"7th St & Laurel Ave",,35.210252,-80.814943,
08080,"7th St & Bascom St",,35.209018,-80.813232,
08090,"7th St & Cameron Ave",,35.209065,-80.813491,
08100,"7th St & Dotger Ave",,35.207929,-80.812425,
08110,"7th St & Dotger Ave",,35.207961,-80.812204,
08120,"7th St & 5th St",,35.206462,-80.811116,
08130,"7th St & Firefighter Pl",,35.206278,-80.810718,
08200,"Stonewall St & McDowell St",,35.215895,-80.839974,
08210,"Stonewall St & McDowell St",,35.216192,-80.839971,
08220,"3rd St & Brevard St",,35.223492,-80.842991,
08230,"3rd St & Davidson St",,35.221474,-80.840529,
08240,"3rd St @ Marshall Park",,35.220040,-80.838876,
08250,"3rd St & McDowell St",,35.218933,-80.837783,
08260,"3rd St & Kings Dr",,35.214431,-80.831634,
08280,"36th St & Alexander St",,35.246585,-80.803370,
08300,"36th St & McDowell St",,35.245333,-80.801841,
08320,"36th St & Charles Ave",,35.244290,-80.800615,
08390,"36th St & Holt St",,35.242203,-80.798134,
08420,"Trade St & Tryon St",,35.226875,-80.842620,
08430,"Trade St & College St",,35.226749,-80.842601,
08520,"Trade St & Alexander St",,35.222403,-80.837294,
08530,"Trade St & Alexander St",,35.222103,-80.837214,
08620,"East Blvd & Lyndhurst Ave",,35.209205,-80.854419,
08660,"East Blvd & Springdale Ave",,35.207729,-80.852215,
08670,"East Blvd & Lennox Ave",,35.206665,-80.851087,
08680,"East Blvd & Lennox Ave",,35.206378,-80.850410,
08720,"East Blvd & Scott Ave",,35.201094,-80.843376,
08780,"East Blvd & Garden Ter",,35.199103,-80.840611,
08820,"East Blvd & Kings Dr",,35.196174,-80.838227,
08900,"Eastway Dr @ CMC Northpark",,35.256991,-80.778174,
08920,"Eastway & Howie Circle",,35.251795,-80.780603,
08940,"Eastway Dr @ CMC Northpark",,35.256957,-80.777982,
08950,"Eastway Dr & Howie Cir",,35.251605,-80.780438,
08970,"Eastway Dr & Weldon Ave",,35.247110,-80.781298,
08980,"Eastway Dr & Commercial Ave",,35.245649,-80.780874,
08990,"Eastway Dr & Citiside Dr",,35.246737,-80.781082,
09000,"Eastway Dr & Finchley Dr",,35.243731,-80.780243,
09010,"Eastway Dr & Sugar Creek Rd",,35.244119,-80.780600,
09030,"Eastway Dr & Audrey St",,35.239162,-80.777580,
09040,"Eastway Dr & Audrey St",,35.239412,-80.777626,
09050,"Eastway Dr & Peace St",,35.240162,-80.778326,
09060,"Eastway Dr & Shamrock Dr",,35.235838,-80.775089,
09070,"Eastway Dr & Shamrock Dr",,35.235877,-80.775251,
09080,"Eastway Dr & Dunlavin Way",,35.232939,-80.774480,
09090,"Eastway Dr @ Metropolitan Community Church",,35.231043,-80.774483,
09100,"Eastway Dr @ 1908",,35.230624,-80.774594,
09110,"Eastway Dr & Kilborne Dr",,35.228920,-80.774775,
09120,"Eastway Dr & Kilborne Dr",,35.228734,-80.775075,
09140,"Eastway Dr & Sandhurst Dr",,35.226774,-80.776252,
09150,"Eastway Dr & Bently Pl",,35.225166,-80.777382,
09190,"Eastway Dr & Arnold Dr",,35.222659,-80.779116,
09200,"Eastway Dr & Bently Pl",,35.225130,-80.777532,
09220,"Eastway Dr & Burgin St",,35.219948,-80.780537,
09230,"Eastway Dr & Burgin St",,35.218365,-80.780730,
09240,"Eastway Dr & Burgin St",,35.218108,-80.780614,
09250,"Eastway Dr & Central Ave",,35.216872,-80.780590,
09270,"Eastway Dr & Sandhurst Dr",,35.227153,-80.776102,
09290,"Eastway Dr & Arnold Dr",,35.223496,-80.778675,
09310,"Eastway Dr & Arnold Dr",,35.221844,-80.779808,
09340,"Eastwood Dr & Shamrock Dr",,35.235402,-80.787305,
09350,"Eastwood Dr & Maywood Dr",,35.237030,-80.787984,
09360,"Eastwood Dr & Maywood Dr",,35.237053,-80.787945,
09380,"Eastwood Dr & Academy St",,35.239735,-80.788317,
09390,"Eastwood Dr & Academy St",,35.240520,-80.788376,
09420,"Echo Glen Rd & Bilmark Ave",,35.273650,-80.783786,
09640,"Edgewood Rd & Susan St",,35.248501,-80.899404,
09660,"Edgewood Rd & Major St",,35.249012,-80.899298,
09680,"Elgywood Ln & Blackhawk Rd",,35.273202,-80.772171,
09695,"Elgywood Ln & Canterwood Dr",,35.274811,-80.772689,
09840,"Elizabeth Ave & Hawthorne Ln",,35.213204,-80.826070,
09960,"Ellington St & Wheatley Ave",,35.193120,-80.802116,
09970,"Ellington St & Billingsley Rd",,35.191357,-80.801771,
09980,"Ellington St & Wheatley Ave",,35.192189,-80.802028,
09990,"Ellington St & Billingsley Rd",,35.191315,-80.801848,
10050,"English Dr & Sutton Dr",,35.265235,-80.862856,
10060,"English Dr & Abelwood Rd",,35.268656,-80.862301,
10110,"Erie St & LaSalle St",,35.260763,-80.845119,
10120,"Erie St & Catherine Simmons Ave",,35.262621,-80.844720,
