stop_id,stop_code,stop_name,stop_lat,stop_lon
19536,,"Cindy Ln & Statesville Rd",35.284452,-80.833737
19560,,"Nevin Rd & Spring Terrace Ln",35.288203,-80.823145
10910,,"Fincher Blvd & Nevin Rd",35.288363,-80.820762
10890,,"Fincher Blvd @ 3501",35.286325,-80.820475
10860,,"Fincher Blvd & Cypress Pond Dr",35.284089,-80.820207
10850,,"Fincher Blvd & Dalecrest Dr",35.282671,-80.820936
06910,,"Dalecrest Dr & Valeview Ln",35.281361,-80.819864
06890,,"Dalecrest Dr & Wynbrook Way",35.280741,-80.818377
06870,,"Dalecrest Dr & Kenmont Dr",35.279714,-80.815919
46358,,"Dalecrest Dr & Ashmont Pl",35.279091,-80.814328
60051,,"Dalecrest Dr & Cedarhurst Dr",35.278251,-80.812426
18000,,"Graham St & Cottonwood St",35.274954,-80.810345
17990,,"Graham St & Amble Dr",35.272532,-80.812245
59820,,"Craighead Rd and Graham St",35.269844,-80.813239
60041,,"Craighead Rd & Sofley Rd",35.263614,-80.802718
43860,,"Craighead Rd & Glory St",35.259949,-80.802097
43885,,"Craighead Rd & Tiffany Rose Pl",35.257113,-80.802118
43887,,"Craighead Rd & Tryon St",35.255775,-80.801238
18640,,"Tryon St & Craighead Rd",35.255201,-80.799982
18660,,"Tryon St @ 4070",35.256948,-80.797244
18670,,"Tryon St @ 4108",35.257532,-80.796354
30951,,"Sugar Creek @ 126",35.256939,-80.794559
30952,,"Sugar Creek @ Greensboro St",35.255034,-80.793460
60280,,"Sugar Creek Station Bay",35.251817,-80.793596
30942,,"Sugar Creek & Greensboro St",35.255447,-80.793504
30941,,"Sugar Creek @ 127",35.257013,-80.794349
18680,,"Tryon St & Sugar Creek Rd",35.257272,-80.796932
43888,,"Craighead Rd & Tryon St",35.255688,-80.801030
43890,,"Craighead Rd & Tiffany Rose Pl",35.257123,-80.801955
60040,,"Craighead Rd & Sofley Rd",35.263417,-80.802278
59821,,"Craighead Rd and Graham St",35.270018,-80.813218
17980,,"Graham St & Amble Dr",35.272261,-80.812342
18010,,"Graham St & Reagan Dr",35.274788,-80.810221
60050,,"Dalecrest Dr & Cedarhurst Dr",35.278257,-80.812024
06860,,"Dalecrest Dr & Monmouth Dr",35.279417,-80.814948
45690,,"Dalecrest Dr & Cedarhurst Dr",35.280859,-80.818369
06920,,"Dalecrest Dr & Valeview Ln",35.281648,-80.820250
10870,,"Fincher Blvd & Cypress Pond Dr",35.284524,-80.820159
10880,,"Fincher Blvd @ 3500",35.286378,-80.820443
10900,,"Fincher Blvd & Nevin Rd",35.288278,-80.820700
19570,,"Nevin Rd & Spring Terrace Ln",35.288329,-80.822638
19531,,"Cindy Ln & Belmar Place Rd",35.286131,-80.829287
19535,,"Cindy Ln & Statesville Rd",35.284666,-80.833790
59780,,"Cindy Ln & Murray St",35.284344,-80.837956
59790,,"Cindy Ln & Juniper Dr",35.284664,-80.847348
59800,,"Cindy Ln & Cindy Park Dr",35.283326,-80.854491
02800,,"Beatties Ford Rd @ 3640",35.284017,-80.857695
02820,,"Beatties Ford Rd @ 3738",35.285816,-80.858320
04440,,"Capps Hill Mine Rd & Beatties Ford Rd",35.288059,-80.859021
04410,,"Capps Hill Mine Rd & Silver Ore Ln",35.288928,-80.861973
04409,,"Capps Hill Mine Rd & Gold Nugget Ct",35.289374,-80.865181
03410,,"Braden Dr & Dedmon Dr",35.288906,-80.867889
03390,,"Braden Dr @ 3627",35.287622,-80.867722
11600,,"Hamlin Park Dr & Brandon Forest Dr",35.115574,-80.858066
03670,,"Brandon Forest Dr & Stradbrook Dr",35.116294,-80.858982
46354,,"Park Rd & Gleneagles Rd",35.119321,-80.855092
21210,,"Park Rd & Meeting St",35.121000,-80.854616
29032,,"Sharon Rd & Greencastle Dr",35.124359,-80.852003
29000,,"Sharon Rd & Sharon Acres Rd",35.127856,-80.846183
28970,,"Sharon Rd & Sherbrooke Dr",35.129657,-80.843287
28940,,"Sharon Rd & Quail Hollow Rd",35.132537,-80.840412
28915,,"Sharon Rd & Coleman Cir",35.134336,-80.839026
28890,,"Sharon Rd & Champaign St",35.137955,-80.838660
28875,,"Sharon Rd @ Sharon Presbyterian Church",35.141602,-80.834888
28690,,"Sharon Rd & Sharon View Rd",35.143751,-80.833104
28850,,"Sharon Rd & Fairview Rd",35.146748,-80.831548
28810,,"Sharon Rd & Coltsgate Rd",35.148982,-80.830447
28760,,"Sharon Rd @ SouthPark Mall Entrance",35.151465,-80.828559
45851,,"Sharon Rd & Fairview Rd",35.149602,-80.830357
28840,,"Sharon Rd & Fairview Rd",35.146937,-80.831760
28870,,"Sharon Rd @ Sharon Towers Apts",35.143740,-80.833318
28874,,"Sharon Rd @ Sharon Tower Apts",35.142011,-80.834708
28880,,"Sharon Rd & Sulkirk Rd",35.138873,-80.838290
28950,,"Sharon Rd & Sharon Rd",35.133407,-80.839203
28980,,"Sharon Rd & Sherbrooke Dr",35.129497,-80.843474
28990,,"Sharon Rd & Sharon Commons Ln",35.127970,-80.846109
29030,,"Sharon Rd & Greencastle Dr",35.124243,-80.852253
21200,,"Park Rd & Meeting St",35.121394,-80.854680
21220,,"Park Rd & Hamlin Park Dr",35.115495,-80.856576
30190,,"Southpark Community Transit Center",35.153163,-80.831438
16770,,"Morrison Blvd @ 6337",35.155745,-80.832449
01790,,"Barclay Downs Dr & Morrison Blvd",35.156302,-80.836361
01760,,"Barclay Downs Dr & Ferncliff Rd",35.164725,-80.836155
25220,,"Runnymede Ln & Barclay Downs Dr",35.167881,-80.836795
35860,,"Woodlawn Rd & Selwyn Ave",35.171186,-80.842131
35845,,"Woodlawn Rd & Montford Dr",35.171892,-80.846386
35830,,"Woodlawn Rd & Park Rd",35.172336,-80.849316
35780,,"Woodlawn Rd @ 1315",35.172273,-80.853318
35770,,"Woodlawn Rd & Castlewood Rd",35.172518,-80.857212
46280,,"Scaleybark Rd & Belrose Ln",35.175188,-80.860143
46281,,"Scaleybark Rd & Sewickley Dr",35.179532,-80.862762
46282,,"Scaleybark Rd & Aycock Ln",35.181154,-80.864663
46283,,"Scaleybark Rd & Hartford Ave",35.185585,-80.869936
46284,,"Scaleybark Rd & South Blvd",35.188222,-80.874097
29620,,"South Blvd & Whitton St",35.191070,-80.874596
06005,,"Clanton Rd & Pelton St",35.195288,-80.875385
06010,,"Clanton Rd & Tryon St",35.196356,-80.878452
05810,,"Clanton Rd & St Vardell Ln",35.197149,-80.880597
05820,,"Clanton Rd & Barringer Dr",35.198938,-80.885516
05860,,"Clanton Rd & Archer Ave",35.200592,-80.890148
05910,,"Clanton Rd & Fieldcrest Rd",35.202865,-80.892773
05950,,"Clanton Rd & Sargeant Dr",35.204113,-80.893096
05970,,"Clanton Rd & Caronia St",35.207569,-80.893531
06000,,"Clanton Rd & Farmer St",35.210064,-80.893355
34320,,"West Blvd & Walton Rd",35.213196,-80.891495
34300,,"West Blvd & Dr Carver Rd",35.214401,-80.888566
38460,,"West Blvd & Beech Nut Rd",35.215066,-80.886867
34260,,"West Blvd @ 1603",35.215923,-80.884553
11465,,"Remount Rd & West Blvd",35.216869,-80.883671
24561,,"Remount Rd & Parker Dr",35.220520,-80.883245
11461,,"Remount Rd & Wilkinson Blvd",35.225022,-80.883217
44605,,"Greenland Ave & Weyland Ave",35.226319,-80.887760
11490,,"Greenland Ave & Ashley Rd",35.226428,-80.890127
46350,,"Ashley Rd & Dublin Rd",35.229785,-80.893152
44545,,"Ashley Rd @ 2401",35.231033,-80.893947
01330,,"Ashley Rd & Kempton Pl",35.233800,-80.895842
01290,,"Ashley Rd & Bullard St",35.235587,-80.897016
01310,,"Ashley Rd & Alleghany St",35.237879,-80.897143
46414,,"Carrowmore Pl & Thornton Rd",35.234499,-80.905269
20430,,"Aberdeen St & Whitehall Dr",35.233638,-80.904929
04510,,"Carlyle Dr & Paisley Pl",35.231146,-80.904362
04500,,"Carlyle Dr & Bromwich Rd",35.231353,-80.901844
04490,,"Carlyle Dr & Wilson Ave",35.231452,-80.899234
04480,,"Carlyle Dr & Cartwright Pl",35.232106,-80.898188
01340,,"Ashley Rd & Kempton Pl",35.233520,-80.895778
46351,,"Ashley Rd & Dublin Rd",35.229994,-80.893445
01350,,"Ashley Rd & Meredith Ave",35.229182,-80.892871
44570,,"Greenland Ave & Weyland Ave",35.226252,-80.889270
44610,,"Greenland Ave & Weyland Ave",35.226178,-80.887139
11460,,"Remount Rd & Wilkinson Blvd",35.224663,-80.883313
34250,,"West Blvd & Remount Rd",35.216118,-80.884236
34230,,"West Blvd & Beech Nut Rd",35.215132,-80.887029
34330,,"West Blvd & Dr Carver Rd",35.214375,-80.889022
34340,,"West Blvd & Walton Rd",35.213460,-80.891287
05990,,"Clanton Rd & Farmer St",35.209859,-80.893484
05980,,"Clanton Rd & Caronia St",35.207869,-80.893635
05940,,"Clanton Rd & Sargeant Dr",35.204544,-80.893484
05900,,"Clanton Rd & Fieldcrest Rd",35.202604,-80.892927
05870,,"Clanton Rd & Manchester Dr",35.200278,-80.889458
05850,,"Clanton & Barringer",35.199591,-80.887567
05800,,"Clanton Rd & St Vardell Ln",35.196953,-80.880442
05790,,"Clanton Rd & Tryon St",35.196174,-80.878237
05780,,"Clanton Rd & Dewitt Ln",35.195079,-80.875263
46000,,"Scaleybark Station",35.191673,-80.875998
46285,,"Scaleybark Rd & Conway Ave",35.188195,-80.874217
46286,,"Scaleybark Rd & Hartford Ave",35.185540,-80.870005
49331,,"Scaleybark Rd & University Dr",35.183317,-80.867434
46287,,"Scaleybark Rd & Murrayhill Rd",35.181907,-80.865701
46288,,"Scaleybark Rd & Falls Creek Ln",35.179385,-80.862815
46289,,"Scaleybark Rd & Brookrun Dr",35.174996,-80.860357
35750,,"Woodlawn Rd & Longwood Dr",35.172456,-80.857525
35790,,"Woodlawn Rd & Drexmore Ave",35.172063,-80.852124
35820,,"Woodlawn Rd & Park Rd",35.172021,-80.850567
35800,,"Woodlawn Rd & Parktowne Village Dr",35.172223,-80.848868
35840,,"Woodlawn Rd & Montford Dr",35.171527,-80.846199
25250,,"Runnymede Ln & Selwyn Ave",35.170835,-80.840758
45845,,"Runnymede Ln & Michael Baker Pl",35.167488,-80.836803
01570,,"Barclay Downs Dr & Runnymede Ln",35.165433,-80.836011
01550,,"Barclay Downs Dr & Morrison Blvd",35.156526,-80.836784
16840,,"Morrison Blvd @ Double Tree",35.155595,-80.832543
45840,,"Southpark- Wheelchair Accessible",35.153465,-80.832967
46002,,"Scaleybark Station",35.191749,-80.876165
26040,,"Tryon St & Herman Ave",35.199187,-80.874536
24490,,"Remount Rd & Tryon St",35.206448,-80.870368
24510,,"Remount Rd & Brookhill Rd",35.208554,-80.872944
01240,,"Ashley Rd & Alleghany St",35.239139,-80.897075
01210,,"Ashley Rd & Tuckaseegee Rd",35.243698,-80.896592
01200,,"Ashley Rd & Freedom Dr",35.244109,-80.895235
06710,,"Alleghany St & Crisman St",35.238939,-80.887529
00400,,"Alleghany St @ Phillip Berry Academy",35.237786,-80.891189
37270,,"Alleghany St & Ashley Rd",35.238405,-80.895551
01270,,"Ashley Rd & Alleghany St",35.237569,-80.897293
01300,,"Ashley Rd & Bullard St",35.235597,-80.897057
24520,,"Remount Rd & Toomey Ave",35.208791,-80.873429
24470,,"Remount Rd & Baltimore Ave",35.206425,-80.870582
11560,,"Griffith St & Tryon St",35.201015,-80.873329
26050,,"Tryon St & Herman Ave",35.199097,-80.874804
49611,,"IKEA Blvd @ 8203",35.294840,-80.762416
49928,,"IBM Dr & Vinoy Bv",35.302502,-80.769492
45357,,"IBM Dr & Neal Rd",35.304368,-80.772746
45337,,"IBM Dr & Hewitt Associates Dr",35.306674,-80.775716
45335,,"IBM Dr & Solectron Dr",35.311976,-80.777538
45138,,"IBM Dr & Old Mallard Creek Rd",35.316531,-80.776582
45380,,"Technology Dr & Flat River Dr",35.317322,-80.770514
49911,,"Research Dr @ 6925",35.319034,-80.766762
49913,,"Research Dr @ 9501",35.321785,-80.764160
44225,,"Research Dr & David Taylor",35.320000,-80.759804
60059,,"David Taylor & Research Drive",35.319727,-80.757760
60060,,"David Taylor Dr @ 9528",35.320632,-80.755732
44291,,"David Taylor Dr & Andrew Carnegie Blvd",35.322080,-80.755763
44236,,"David Taylor @ Duke Energy",35.325516,-80.755636
60070,,"David Taylor @ Electrolux",35.328807,-80.762347
60030,,"Claude Freeman @ Greenway",35.331277,-80.760355
60150,,"Mallard Creek Church @ 2182",35.338096,-80.760435
60200,,"Mallard Creek Church Rd  & Crescent View Dr",35.342364,-80.765324
60210,,"Mallard Creek Church Rd  & Galloway Rd",35.343965,-80.762742
60213,,"Mallard Creek Rd & Breezewood",35.358197,-80.754058
60212,,"Mallard Creek Rd & Breezewood",35.358407,-80.753988
60211,,"Mallard Creek Church Rd  & Galloway Rd",35.344848,-80.761789
60201,,"Mallard Creek Church Rd & Crescent View Dr",35.342482,-80.765729
45410,,"Mallard Creek Church Rd & David Taylor Dr",35.340181,-80.765954
46379,,"Mallard Creek Church Rd & Claude Freeman Dr",35.338119,-80.761135
45356,,"Claude Freeman Dr & Mallard Creek Church Rd",35.336804,-80.758593
45422,,"Claude Freeman Dr & David Taylor Dr",35.331401,-80.760472
45424,,"David Taylor Dr & Claude Freeman Dr",35.330228,-80.763122
44231,,"David Taylor Dr & Governor Hunt Dr",35.328010,-80.761827
44235,,"David Taylor Dr @ 9711 (Clarke America)",35.325699,-80.755981
44290,,"David Taylor Dr & Andrew Carnegie Blvd",35.322015,-80.755895
46525,,"David Taylor Dr & Research Dr",35.319727,-80.758443
44226,,"Research Dr & David Taylor",35.320832,-80.760566
49912,,"Research Dr @ 9500",35.322009,-80.764182
49910,,"Research Drive @ 9700",35.318841,-80.768194
59480,,"Technology Dr & Overland Park",35.317668,-80.770186
45142,,"IBM Dr & Old Mallard Creek Rd",35.316774,-80.776613
45471,,"IBM Dr @ YMCA",35.314910,-80.776831
45470,,"IBM Dr & Solectron Dr",35.311999,-80.777666
45315,,"IBM Dr & Hewitt Associates Dr",35.307063,-80.776167
45325,,"IBM Dr & Neal Rd",35.303996,-80.772453
49929,,"IBM Dr @ Vance HS",35.302300,-80.769315
49610,,"Ikea Blvd @ 8204",35.294618,-80.762686
49602,,"Ikea Blvd @ 8300",35.292137,-80.762337
60310,,"UCB Station Bay",35.287675,-80.762134
45460,,"Neal Rd & IBM Dr",35.302567,-80.774168
45462,,"Neal Rd & Rumstone Ln",35.296270,-80.778727
45354,,"Mallard Creek Park & Ride",35.323821,-80.772774
44245,,"Medical Plaza Dr & WT Harris Blvd",35.318467,-80.775856
44246,,"Medical Plaza Dr & WT Harris Blvd",35.318705,-80.775942
45461,,"Neal Rd & Rumstone Ln",35.296304,-80.778845
17141,,"Caldwell & 7th St",35.225972,-80.835754
60000,,"Caldwell St & 9th St",35.227287,-80.833798
59880,,"11th St & Davidson St",35.228363,-80.830741
31300,,"10th St & Seigle Ave",35.224194,-80.827660
26850,,"Seigle Ave & Greenway Crescent Ln",35.224043,-80.826301
26870,,"Seigle Ave & Otts St",35.226157,-80.824552
03010,,"Belmont Ave & Seigle Ave",35.228210,-80.821634
03030,,"Belmont Ave & Allen St",35.227010,-80.820080
21650,,"Pegram St & Belmont Ave",35.226750,-80.818889
21690,,"Pegram St & 16th St",35.228403,-80.817358
21710,,"Pegram St & 17th St",35.229368,-80.816596
21750,,"Pegram St & 20th St",35.232031,-80.814606
21770,,"Pegram St & Parkwood Ave",35.233081,-80.813869
21580,,"Parkwood Ave & Hawthorne Ln",35.232769,-80.810479
21590,,"Parkwood Ave & Barry St",35.232619,-80.809270
31320,,"The Plaza & Marguerite Ave",35.233410,-80.806906
45342,,"The Plaza & Duncan Ave",35.234968,-80.805061
45343,,"The Plaza & Mason Cir",35.235506,-80.804179
31340,,"The Plaza & Brook Rd",35.236269,-80.802799
31350,,"The Plaza & Holt St",35.237081,-80.801059
31370,,"The Plaza & Matheson Ave",35.237548,-80.800114
59861,,"The Plaza & Shamrock Dr",35.238959,-80.798588
59862,,"The Plaza & Murdock",35.240391,-80.797205
31400,,"The Plaza & 36th St",35.241451,-80.796181
31420,,"The Plaza & Herrin Ave",35.242489,-80.795139
31440,,"The Plaza & Dade St",35.244643,-80.792942
31460,,"The Plaza & Sweetbriar St",35.245502,-80.791554
31480,,"The Plaza & Sugar Creek Rd",35.246465,-80.788493
31450,,"The Plaza & Sweetbriar St",35.245569,-80.791656
31430,,"The Plaza & Anderson St",35.243579,-80.794181
59870,,"The Plaza & 36th St",35.241489,-80.796364
59871,,"The Plaza & 35th St",35.240161,-80.797627
59860,,"The Plaza & Matheson Ave",35.238598,-80.799216
31341,,"The Plaza & Clemson Ave",35.236651,-80.802255
60250,,"The Plaza & Duncan Ave",35.235264,-80.804770
21600,,"Parkwood Ave & The Plaza",35.232726,-80.808371
21570,,"Parkwood Ave & Hawthorne Ln",35.232960,-80.810902
21560,,"Parkwood Ave & Umstead St",35.233120,-80.812550
21740,,"Pegram St & Parkwood Ave",35.232722,-80.814142
21760,,"Pegram St & 20th St",35.232066,-80.814613
21700,,"Pegram St & 17th St",35.229417,-80.816621
21680,,"Pegram St & 16th St",35.227948,-80.817802
21640,,"Pegram St & Belmont Ave",35.226857,-80.818911
45021,,"Belmont Ave & Seigle Ave",35.227160,-80.820151
26890,,"Seigle Ave & Belmont Ave",35.228197,-80.822498
26820,,"Seigle Ave & Otts St",35.226150,-80.824636
26860,,"Seigle Ave & Greenway Crescent Ln",35.224305,-80.826212
26840,,"10th St & Seigle Ave",35.224095,-80.827304
00040,,"12th St & Davidson St",35.229429,-80.829693
07861,,"Brevard St & 9th St",35.228473,-80.834561
52000,,"Outlets Bv & Designer Dr",35.170452,-80.972855
52020,,"Shopton Rd & Robbie Cir",35.172667,-80.961999
52030,,"Steele Creek Rd & Dixie River Rd",35.161956,-80.970498
52040,,"Steele Creek Rd & Brown Grier Rd",35.154494,-80.970176
52060,,"Steele Creek Rd & Branch Bend Ln",35.145210,-80.972983
52070,,"Steele Creek Rd & Steele Meadow Rd",35.142366,-80.974643
52080,,"Westlake Dr @ 10124",35.141948,-80.971890
52090,,"Westlake Dr & Display Dr",35.140941,-80.967098
52100,,"Westlake Dr & Turtle Creek Ln",35.137058,-80.970681
52110,,"Westinghouse Commons Dr @ 3805",35.136319,-80.973506
52120,,"Westinghouse Bv & Goodrich Dr",35.132666,-80.966655
52130,,"Westinghouse Bv & Fruehauf Dr",35.132506,-80.959036
45333,,"Westinghouse & Forsyth Park Dr",35.132432,-80.955152
45360,,"Westinghouse Blvd & D Ducks Ln",35.131160,-80.947666
34985,,"Westinghouse Bv & S Tryon St",35.130255,-80.944472
34990,,"Westinghouse Blvd & Tryon St",35.129262,-80.940308
34980,,"Westinghouse Blvd & Brookford St",35.125475,-80.935833
44120,,"Westinghouse Blvd & Cordage St",35.121581,-80.933723
46211,,"Westinghouse Blvd & Wilmar Blvd",35.117672,-80.930691
44185,,"Westinghouse Blvd & Granite St",35.117063,-80.929288
46755,,"Westinghouse Blvd & I-77",35.115889,-80.926658
46212,,"Westinghouse Blvd & Texland Blvd",35.112963,-80.920656
46213,,"Westinghouse Blvd & Nations Ford Rd",35.111316,-80.915808
46214,,"Westinghouse Blvd & Downs Rd",35.110903,-80.909618
46215,,"Westinghouse Blvd & Culp Rd",35.110782,-80.905652
46216,,"Westinghouse Blvd & Old Nations Ford Rd",35.111970,-80.895977
46217,,"Crump Rd & Westinghouse Blvd",35.113235,-80.884484
46384,,"Sharon Road West Station",35.119266,-80.882192
46055,,"Sharon Road West Station",35.119811,-80.881872
46192,,"Crump Rd & Westinghouse Blvd",35.112755,-80.884829
46193,,"Westinghouse Blvd & Old Nations Ford Rd",35.112212,-80.895648
46194,,"Westinghouse Blvd & Culp Rd",35.110881,-80.905651
46195,,"Westinghouse Blvd & Downs Rd",35.111148,-80.909266
46196,,"Westinghouse Blvd & Nations Ford Rd",35.111206,-80.915156
46197,,"Westinghouse Blvd & Texland Blvd",35.113043,-80.920420
46750,,"Westinghouse Blvd & I-77",35.116079,-80.926472
44180,,"Westinghouse Blvd & Granite St",35.117342,-80.929506
34940,,"Westinghouse Blvd @ 1200",35.119776,-80.932510
34960,,"Westinghouse Blvd & Cordage St",35.122266,-80.933880
34970,,"Westinghouse Blvd & South Commerce Blvd",35.124947,-80.935342
35000,,"Westinghouse Blvd & Tryon St",35.129351,-80.939440
46343,,"Westinghouse Blvd & Tryon St",35.130010,-80.942954
45114,,"Westinghouse Blvd & D Ducks Ln",35.131208,-80.947450
45332,,"Westinghouse Blvd & Forsyth Park Dr",35.132518,-80.954985
46377,,"Westinghouse Blvd & Fruehauf Dr",35.132603,-80.958901
45384,,"Westinghouse Blvd @ 3550",35.132774,-80.966660
46344,,"Westinghouse Commons Dr & Westinghouse Blvd",35.135858,-80.973505
45385,,"Westlake Dr @ 11025",35.136763,-80.970397
45386,,"Westlake Dr @ 10601",35.141186,-80.967031
45387,,"Westlake Dr @ 10415",35.142442,-80.967853
45388,,"Westlake Dr @ 10301",35.142315,-80.971229
46198,,"Steele Creek Rd & Leighann Wood Ln",35.142311,-80.974455
46199,,"Steele Creek Rd & Branch Bend Ln",35.145311,-80.972664
46200,,"Steele Creek Rd & Collingham Dr",35.149139,-80.971482
46201,,"Steele Creek Rd & Steele Oaks Dr",35.151052,-80.970895
46202,,"Steele Creek Rd & Brown-Grier Rd",35.153544,-80.969990
49990,,"Dixie River Rd & Steele Creek Rd",35.163050,-80.970456
